Ranking,Código do Município,Nome do Município,UF,População
2888,"5205802","Corumbá de Goiás"," Goiás",11223
2889,"2907707","Chorrochó"," Bahia",11221
2890,"2304905","Groaíras"," Ceará",11219
2891,"5208400","Goianápolis"," Goiás",11217
2892,"2612109","Salgadinho"," Pernambuco",11214
2893,"3306156","Varre-Sai"," Rio de Janeiro",11208
2894,"2111052","São João do Paraíso"," Maranhão",11207
2895,"2707602","Quebrangulo"," Alagoas",11202
2896,"3503604","Areiópolis"," São Paulo",11186
2897,"2402709","Cerro Corá"," Rio Grande do Norte",11182
2898,"2506103","Fagundes"," Paraíba",11180
2899,"4321667","Três Cachoeiras"," Rio Grande do Sul",11174
2900,"3506300","Bernardino de Campos"," São Paulo",11168
2901,"4302006","Barros Cassal"," Rio Grande do Sul",11167
2902,"2407708","Montanhas"," Rio Grande do Norte",11166
2903,"2311207","Potengi"," Ceará",11165
2904,"4200200","Agrolândia"," Santa Catarina",11160
2905,"2806107","Rosário do Catete"," Sergipe",11158
2906,"4204707","Cunha Porã"," Santa Catarina",11150
2907,"3130200","Igaratinga"," Minas Gerais",11146
2908,"4120507","Primeiro de Maio"," Paraná",11138
2909,"5105200","Juscimeira"," Mato Grosso",11124
2910,"4110201","Inácio Martins"," Paraná",11117
2911,"3161908","São Gonçalo do Rio Abaixo"," Minas Gerais",11114
2912,"4125803","São Pedro do Ivaí"," Paraná",11109
2913,"2400109","Acari"," Rio Grande do Norte",11106
2914,"4204004","Catanduvas"," Santa Catarina",11106
2915,"3125952","Fervedouro"," Minas Gerais",11100
2916,"2609204","Maraial"," Pernambuco",11098
2917,"3149101","Pedralva"," Minas Gerais",11098
2918,"4124707","São Jerônimo da Serra"," Paraná",11088
2919,"3129301","Iapu"," Minas Gerais",11085
2920,"1101708","Urupá"," Rondônia",11081
2921,"5000856","Angélica"," Mato Grosso do Sul",11081
2922,"2902401","Aurelino Leal"," Bahia",11079
2923,"2507200","Itatuba"," Paraíba",11069
2924,"4112504","Jardim Alegre"," Paraná",11067
2925,"2702504","Dois Riachos"," Alagoas",11059
2926,"2309102","Mulungu"," Ceará",11056
2927,"2310951","Pires Ferreira"," Ceará",11052
2928,"2412906","São Tomé"," Rio Grande do Norte",11051
2929,"3504909","Bananal"," São Paulo",11039
2930,"2917334","Iuiú"," Bahia",11038
2931,"2205102","Itaueira"," Piauí",11037
2932,"3513900","Divinolândia"," São Paulo",11027
2933,"2400307","Afonso Bezerra"," Rio Grande do Norte",11024
2934,"2516409","Tacima"," Paraíba",11024
2935,"1400704","Uiramutã"," Roraima",11014
2936,"2202505","Caracol"," Piauí",11009
2937,"3121258","Delta"," Minas Gerais",10994
2938,"4115754","Mauá da Serra"," Paraná",10994
2939,"3104106","Arceburgo"," Minas Gerais",10990
2940,"2509008","Manaíra"," Paraíba",10988
2941,"5216403","Paraúna"," Goiás",10988
2942,"2301257","Ararendá"," Ceará",10983
2943,"2603306","Calçado"," Pernambuco",10983
2944,"3109105","Bueno Brandão"," Minas Gerais",10982
2945,"2206100","Matias Olímpio"," Piauí",10979
2946,"3165008","São Tiago"," Minas Gerais",10979
2947,"2402501","Carnaubais"," Rio Grande do Norte",10972
2948,"2408953","Rio do Fogo"," Rio Grande do Norte",10961
2949,"5218607","Rialma"," Goiás",10961
2950,"4201257","Apiúna"," Santa Catarina",10951
2951,"2102754","Capinzal do Norte"," Maranhão",10937
2952,"3536000","Parapuã"," São Paulo",10934
2953,"2104503","Governador Archer"," Maranhão",10931
2954,"3153608","Prudente de Morais"," Minas Gerais",10931
2955,"2414100","Tenente Ananias"," Rio Grande do Norte",10923
2956,"2701209","Cacimbinhas"," Alagoas",10920
2957,"2515401","São Vicente do Seridó"," Paraíba",10919
2958,"3203163","Laranja da Terra"," Espírito Santo",10919
2959,"3548609","São Bento do Sapucaí"," São Paulo",10907
2960,"2902252","Arataca"," Bahia",10904
2961,"2105807","Lago do Junco"," Maranhão",10900
2962,"1506104","Primavera"," Pará",10889
2963,"3544301","Roseira"," São Paulo",10888
2964,"3136504","Jordânia"," Minas Gerais",10872
2965,"3158003","Santa Maria de Itabira"," Minas Gerais",10867
2966,"3516903","General Salgado"," São Paulo",10855
2967,"2207603","Parnaguá"," Piauí",10846
2968,"3556354","Vargem"," São Paulo",10842
2969,"2921302","Milagres"," Bahia",10838
2970,"2507903","Juripiranga"," Paraíba",10830
2971,"3543709","Rincão"," São Paulo",10824
2972,"1101104","Itapuã do Oeste"," Rondônia",10819
2973,"3142106","Miradouro"," Minas Gerais",10818
2974,"3556602","Vera Cruz"," São Paulo",10804
2975,"3200169","Água Doce do Norte"," Espírito Santo",10801
2976,"3145356","Novo Oriente de Minas"," Minas Gerais",10800
2977,"5205471","Chapadão do Céu"," Goiás",10797
2978,"3136900","Juruaia"," Minas Gerais",10795
2979,"3151107","Pirapetinga"," Minas Gerais",10791
2980,"3141603","Mercês"," Minas Gerais",10775
2981,"5007703","Sete Quedas"," Mato Grosso do Sul",10751
2982,"2917904","Jandaíra"," Bahia",10742
2983,"3151305","Piraúba"," Minas Gerais",10732
2984,"3102100","Alto Rio Doce"," Minas Gerais",10723
2985,"3534757","Ouroeste"," São Paulo",10712
2986,"2103109","Cedral"," Maranhão",10711
2987,"4116059","Missal"," Paraná",10706
2988,"2904506","Brotas de Macaúbas"," Bahia",10705
2989,"4105102","Centenário do Sul"," Paraná",10704
2990,"2204402","Gilbués"," Piauí",10698
2991,"3550001","São Luiz do Paraitinga"," São Paulo",10693
2992,"1101302","Mirante da Serra"," Rondônia",10691
2993,"4311106","Jaguari"," Rio Grande do Sul",10684
2994,"5201801","Aragoiânia"," Goiás",10680
2995,"4320206","Seberi"," Rio Grande do Sul",10678
2996,"2904407","Brejolândia"," Bahia",10675
2997,"2202059","Cabeceiras do Piauí"," Piauí",10671
2998,"1703008","Babaçulândia"," Tocantins",10668
2999,"3305901","Trajano de Moraes"," Rio de Janeiro",10653
3000,"3509304","Cajobi"," São Paulo",10649
3001,"2410306","Serra Caiada"," Rio Grande do Norte",10646
3002,"2708105","Santana do Mundaú"," Alagoas",10637
3003,"4316105","Ronda Alta"," Rio Grande do Sul",10633
3004,"2111904","Sucupira do Norte"," Maranhão",10631
3005,"4205308","Faxinal dos Guedes"," Santa Catarina",10630
3006,"4121802","Ribeirão Claro"," Paraná",10622
3007,"2206605","Monte Alegre do Piauí"," Piauí",10618
3008,"2510105","Nova Floresta"," Paraíba",10614
3009,"1400233","Caroebe"," Roraima",10595
3010,"2702009","Coité do Noia"," Alagoas",10594
3011,"2511806","Pirpirituba"," Paraíba",10590
3012,"2927903","Santa Inês"," Bahia",10583
3013,"4207809","Irani"," Santa Catarina",10575
3014,"1200138","Bujari"," Acre",10572
3015,"4321006","Tapera"," Rio Grande do Sul",10569
3016,"2206407","Monsenhor Gil"," Piauí",10563
3017,"2104081","Fernando Falcão"," Maranhão",10559
3018,"2706422","Pariconha"," Alagoas",10546
3019,"2929370","São José do Jacuípe"," Bahia",10546
3020,"2404408","Grossos"," Rio Grande do Norte",10541
3021,"4117255","Nova Prata do Iguaçu"," Paraná",10540
3022,"3204807","São José do Calçado"," Espírito Santo",10536
3023,"3107901","Bom Repouso"," Minas Gerais",10527
3024,"2911006","Floresta Azul"," Bahia",10525
3025,"3154804","Rio Acima"," Minas Gerais",10524
3026,"3154101","Recreio"," Minas Gerais",10522
3027,"2928505","Santa Teresinha"," Bahia",10520
3028,"2900504","Érico Cardoso"," Bahia",10513
3029,"1703842","Campos Lindos"," Tocantins",10505
3030,"1702406","Arraias"," Tocantins",10502
3031,"1506401","Santa Cruz do Arari"," Pará",10496
3032,"2204501","Guadalupe"," Piauí",10496
3033,"3551108","Sarapuí"," São Paulo",10493
3034,"2414506","Umarizal"," Rio Grande do Norte",10485
3035,"4301057","Arroio do Sal"," Rio Grande do Sul",10483
3036,"2201606","Beneditinos"," Piauí",10479
3037,"3166204","Senhora dos Remédios"," Minas Gerais",10474
3038,"2918308","Jitaúna"," Bahia",10470
3039,"2922052","Mulungu do Morro"," Bahia",10469
3040,"2105450","Jatobá"," Maranhão",10464
3041,"2203107","Cristino Castro"," Piauí",10464
3042,"2403509","Espírito Santo"," Rio Grande do Norte",10463
3043,"3171808","Virginópolis"," Minas Gerais",10459
3044,"5107180","Ribeirão Cascalheira"," Mato Grosso",10450
3045,"2509909","Natuba"," Paraíba",10449
3046,"2412559","São Miguel do Gostoso"," Rio Grande do Norte",10441
3047,"3202900","Itarana"," Espírito Santo",10433
3048,"5100805","Apiacás"," Mato Grosso",10431
3049,"1716208","Paranã"," Tocantins",10426
3050,"2701100","Branquinha"," Alagoas",10426
3051,"4301404","Arvorezinha"," Rio Grande do Sul",10422
3052,"2303659","Catunda"," Ceará",10410
3053,"3304607","Santa Maria Madalena"," Rio de Janeiro",10380
3054,"2500106","Água Branca"," Paraíba",10375
3055,"2505709","Dona Inês"," Paraíba",10375
3056,"2405306","Boa Saúde"," Rio Grande do Norte",10367
3057,"2503308","Cachoeira dos Índios"," Paraíba",10364
3058,"4108007","Florestópolis"," Paraná",10360
3059,"2920809","Marcionílio Souza"," Bahia",10357
3060,"3144656","Ninheira"," Minas Gerais",10355
3061,"2805901","Riachuelo"," Sergipe",10354
3062,"2924652","Pintadas"," Bahia",10353
3063,"3117108","Conceição da Aparecida"," Minas Gerais",10351
3064,"1101609","Theobroma"," Rondônia",10348
3065,"2910008","Dário Meira"," Bahia",10347
3066,"4102604","Barracão"," Paraná",10347
3067,"2111789","Serrano do Maranhão"," Maranhão",10343
3068,"3115805","Centralina"," Minas Gerais",10343
3069,"3109204","Buenópolis"," Minas Gerais",10342
3070,"5202502","Aruanã"," Goiás",10340
3071,"4208708","Jacinto Machado"," Santa Catarina",10337
3072,"3170503","Urucânia"," Minas Gerais",10333
3073,"4115101","Mariluz"," Paraná",10327
3074,"2401701","Bom Jesus"," Rio Grande do Norte",10323
3075,"2615201","Terra Nova"," Pernambuco",10314
3076,"3126505","Francisco Badaró"," Minas Gerais",10311
3077,"3128204","Guaraciaba"," Minas Gerais",10307
3078,"5205000","Carmo do Rio Verde"," Goiás",10299
3079,"2920007","Maiquinique"," Bahia",10294
3080,"3123007","Dores de Campos"," Minas Gerais",10291
3081,"2916609","Itapitanga"," Bahia",10284
3082,"3106002","Bela Vista de Minas"," Minas Gerais",10269
3083,"3156601","Rubim"," Minas Gerais",10269
3084,"2924702","Piripá"," Bahia",10253
3085,"5216809","Petrolina de Goiás"," Goiás",10240
3086,"4212650","Pescaria Brava"," Santa Catarina",10225
3087,"5216304","Paranaiguara"," Goiás",10221
3088,"3120508","Cristina"," Minas Gerais",10211
3089,"3540507","Porangaba"," São Paulo",10205
3090,"5215009","Nova Veneza"," Goiás",10193
3091,"3555604","Uchoa"," São Paulo",10191
3092,"4308300","Fontoura Xavier"," Rio Grande do Sul",10181
3093,"2407005","Luís Gomes"," Rio Grande do Norte",10175
3094,"3514601","Dumont"," São Paulo",10174
3095,"2916302","Itapebi"," Bahia",10173
3096,"5217203","Piranhas"," Goiás",10161
3097,"3131505","Ipuiuna"," Minas Gerais",10156
3098,"4202602","Bom Retiro"," Santa Catarina",10153
3099,"4320677","Sinimbu"," Rio Grande do Sul",10152
3100,"4105003","Catanduvas"," Paraná",10144
3101,"4315107","Porto Xavier"," Rio Grande do Sul",10144
3102,"4200705","Alfredo Wagner"," Santa Catarina",10136
3103,"4116703","Nova Aurora"," Paraná",10131
3104,"3132909","Itamogi"," Minas Gerais",10122
3105,"4124806","São João"," Paraná",10122
3106,"2104651","Governador Newton Bello"," Maranhão",10121
3107,"5203559","Bonfinópolis"," Goiás",10120
3108,"5105580","Marcelândia"," Mato Grosso",10107
3109,"3114550","Carneirinho"," Minas Gerais",10103
3110,"3554706","Torrinha"," São Paulo",10100
3111,"5102793","Carlinda"," Mato Grosso",10094
3112,"4312906","Nova Bassano"," Rio Grande do Sul",10089
3113,"2210656","Sigefredo Pacheco"," Piauí",10074
3114,"4124020","Santa Tereza do Oeste"," Paraná",10055
3115,"2904209","Botuporã"," Bahia",10050
3116,"2924678","Piraí do Norte"," Bahia",10050
3117,"3542503","Reginópolis"," São Paulo",10047
3118,"4110805","Iretama"," Paraná",10029
3119,"5205901","Corumbaíba"," Goiás",10012
3120,"2200707","Anísio de Abreu"," Piauí",9994
3121,"3201100","Bom Jesus do Norte"," Espírito Santo",9988
3122,"3133600","Itapeva"," Minas Gerais",9976
3123,"3528601","Manduri"," São Paulo",9972
3124,"4206405","Guaraciaba"," Santa Catarina",9964
3125,"2509800","Mulungu"," Paraíba",9962
3126,"3532827","Nova Campina"," São Paulo",9962
3127,"4314704","Planalto"," Rio Grande do Sul",9957
3128,"2914109","Ipupiara"," Bahia",9954
3129,"4211058","Monte Carlo"," Santa Catarina",9945
3130,"3543808","Rinópolis"," São Paulo",9940
3131,"5004007","Glória de Dourados"," Mato Grosso do Sul",9934
3132,"4317707","Santo Antônio das Missões"," Rio Grande do Sul",9930
3133,"2517001","Umbuzeiro"," Paraíba",9914
3134,"4305801","Constantina"," Rio Grande do Sul",9903
3135,"4204400","Coronel Freitas"," Santa Catarina",9900
3136,"3119203","Coroaci"," Minas Gerais",9897
3137,"4125001","São João do Ivaí"," Paraná",9897
3138,"3112505","Capim Branco"," Minas Gerais",9896
3139,"3164506","São Sebastião do Maranhão"," Minas Gerais",9884
3140,"4217303","Saudades"," Santa Catarina",9874
3141,"2204808","Ipiranga do Piauí"," Piauí",9863
3142,"3503703","Ariranha"," São Paulo",9851
3143,"2800407","Arauá"," Sergipe",9840
3144,"2508000","Juru"," Paraíba",9831
3145,"2410405","Pureza"," Rio Grande do Norte",9825
3146,"1702901","Axixá do Tocantins"," Tocantins",9817
3147,"3126208","Formoso"," Minas Gerais",9810
3148,"3519253","Iaras"," São Paulo",9786
3149,"4214201","Quilombo"," Santa Catarina",9773
3150,"2403806","Florânia"," Rio Grande do Norte",9772
3151,"2903953","Bom Jesus da Serra"," Bahia",9768
3152,"3138658","Lontra"," Minas Gerais",9766
3153,"4207205","Imaruí"," Santa Catarina",9764
3154,"5004106","Guia Lopes da Laguna"," Mato Grosso do Sul",9754
3155,"5205307","Cavalcante"," Goiás",9740
3156,"2805109","Pedrinhas"," Sergipe",9727
3157,"4100707","Alto Piquiri"," Paraná",9722
3158,"3126901","Frei Inocêncio"," Minas Gerais",9716
3159,"4304358","Candiota"," Rio Grande do Sul",9707
3160,"1200344","Manoel Urbano"," Acre",9701
3161,"2304269","Deputado Irapuan Pinheiro"," Ceará",9698
3162,"2906105","Canápolis"," Bahia",9694
3163,"2401305","Campo Grande"," Rio Grande do Norte",9686
3164,"3137536","Lagoa Grande"," Minas Gerais",9681
3165,"4122602","Rondon"," Paraná",9664
3166,"3519006","Herculândia"," São Paulo",9649
3167,"3520202","Igaratá"," São Paulo",9631
3168,"5103452","Denise"," Mato Grosso",9626
3169,"3200136","Águia Branca"," Espírito Santo",9621
3170,"2612000","Sairé"," Pernambuco",9600
3171,"3148301","Paula Cândido"," Minas Gerais",9597
3172,"2701506","Campo Grande"," Alagoas",9576
3173,"3125903","Ferros"," Minas Gerais",9576
3174,"2203453","Dom Inocêncio"," Piauí",9574
3175,"4112405","Japurá"," Paraná",9573
3176,"2616100","Verdejante"," Pernambuco",9572
3177,"2701803","Carneiros"," Alagoas",9568
3178,"4100301","Agudos do Sul"," Paraná",9567
3179,"2923902","Pau Brasil"," Bahia",9550
3180,"2927101","Rodelas"," Bahia",9548
3181,"5106265","Novo Mundo"," Mato Grosso",9545
3182,"3171030","Verdelândia"," Minas Gerais",9527
3183,"2102374","Cachoeira Grande"," Maranhão",9524
3184,"3103900","Araújos"," Minas Gerais",9523
3185,"5203906","Buriti Alegre"," Goiás",9515
3186,"2705804","Olho d'Água do Casado"," Alagoas",9507
3187,"3554409","Terra Roxa"," São Paulo",9502
3188,"2604908","Cumaru"," Pernambuco",9494
3189,"2204659","Ilha Grande"," Piauí",9487
3190,"2516805","Triunfo"," Paraíba",9473
3191,"3154507","Riacho dos Machados"," Minas Gerais",9471
3192,"3102704","Cachoeira de Pajeú"," Minas Gerais",9470
3193,"1101203","Ministro Andreazza"," Rondônia",9461
3194,"2310001","Palhano"," Ceará",9458
3195,"3511300","Cedral"," São Paulo",9452
3196,"4122503","Roncador"," Paraná",9447
3197,"2805307","Pirambu"," Sergipe",9436
3198,"1701002","Ananás"," Tocantins",9435
3199,"2930766","Sítio do Quinto"," Bahia",9431
3200,"2204204","Francisco Santos"," Piauí",9423
3201,"3113503","Carbonita"," Minas Gerais",9423
3202,"4216107","São Domingos"," Santa Catarina",9422
3203,"3305307","São Sebastião do Alto"," Rio de Janeiro",9416
3204,"2924900","Planaltino"," Bahia",9415
3205,"3304508","Rio das Flores"," Rio de Janeiro",9401
3206,"5101308","Arenápolis"," Mato Grosso",9399
3207,"3545407","Salto Grande"," São Paulo",9396
3208,"2907004","Cardeal da Silva"," Bahia",9395
3209,"5108956","Nova Monte Verde"," Mato Grosso",9375
3210,"5214408","Nazário"," Goiás",9375
3211,"2401404","Baía Formosa"," Rio Grande do Norte",9373
3212,"5004809","Japorã"," Mato Grosso do Sul",9372
3213,"5107941","Tabaporã"," Mato Grosso",9357
3214,"2933406","Wagner"," Bahia",9342
3215,"2405009","Jaçanã"," Rio Grande do Norte",9341
3216,"3112901","Caputira"," Minas Gerais",9318
3217,"1302009","Itapiranga"," Amazonas",9312
3218,"2907558","Caturama"," Bahia",9303
3219,"1304005","Silves"," Amazonas",9289
3220,"5108055","Terra Nova do Norte"," Mato Grosso",9284
3221,"3205150","Vila Pavão"," Espírito Santo",9280
3222,"3515350","Euclides da Cunha Paulista"," São Paulo",9280
3223,"5212709","Mambaí"," Goiás",9277
3224,"3100500","Açucena"," Minas Gerais",9270
3225,"4127882","Tunas do Paraná"," Paraná",9269
3226,"4212254","Passo de Torres"," Santa Catarina",9269
3227,"1600105","Amapá"," Amapá",9265
3228,"2206696","Murici dos Portelas"," Piauí",9258
3229,"1714203","Natividade"," Tocantins",9256
3230,"2933109","Várzea do Poço"," Bahia",9247
3231,"5212808","Mara Rosa"," Goiás",9234
3232,"3103009","Antônio Dias"," Minas Gerais",9233
3233,"4305306","Chapada"," Rio Grande do Sul",9211
3234,"4123857","Santa Maria do Oeste"," Paraná",9210
3235,"3119500","Coronel Murta"," Minas Gerais",9209
3236,"3504800","Bálsamo"," São Paulo",9209
3237,"2310605","Penaforte"," Ceará",9207
3238,"2501401","Baía da Traição"," Paraíba",9197
3239,"3535200","Palmeira d'Oeste"," São Paulo",9173
3240,"3556909","Vista Alegre do Alto"," São Paulo",9163
3241,"5200050","Abadia de Goiás"," Goiás",9158
3242,"3152709","Prados"," Minas Gerais",9128
3243,"2922854","Nova Redenção"," Bahia",9126
3244,"3542107","Rafard"," São Paulo",9126
3245,"3555802","Urânia"," São Paulo",9125
3246,"2923506","Palmeiras"," Bahia",9123
3247,"5000807","Anaurilândia"," Mato Grosso do Sul",9116
3248,"5219407","Santa Rita do Araguaia"," Goiás",9110
3249,"3118700","Coqueiral"," Minas Gerais",9099
3250,"4207650","Iporã do Oeste"," Santa Catarina",9093
3251,"3514007","Dobrada"," São Paulo",9088
3252,"2928950","São Domingos"," Bahia",9085
3253,"5000906","Antônio João"," Mato Grosso do Sul",9082
3254,"4304903","Casca"," Rio Grande do Sul",9070
3255,"2107001","Montes Altos"," Maranhão",9064
3256,"5108907","Nova Maringá"," Mato Grosso",9056
3257,"2807204","Siriri"," Sergipe",9046
3258,"2208650","Queimada Nova"," Piauí",9041
3259,"4125209","São Jorge d'Oeste"," Paraná",9005
3260,"5222054","Vicentinópolis"," Goiás",9002
3261,"4313953","Pantano Grande"," Rio Grande do Sul",8995
3262,"3549508","São José da Bela Vista"," São Paulo",8991
3263,"4107256","Douradina"," Paraná",8988
3264,"2928307","Santanópolis"," Bahia",8987
3265,"2602407","Brejão"," Pernambuco",8981
3266,"3536604","Paulo de Faria"," São Paulo",8973
3267,"5211404","Itauçu"," Goiás",8968
3268,"1720804","Sítio Novo do Tocantins"," Tocantins",8965
3269,"3155405","Rio Novo"," Minas Gerais",8964
3270,"3143500","Morada Nova de Minas"," Minas Gerais",8955
3271,"2925931","Quixabeira"," Bahia",8939
3272,"3128402","Guarani"," Minas Gerais",8926
3273,"3532504","Neves Paulista"," São Paulo",8917
3274,"2905107","Caém"," Bahia",8912
3275,"5203401","Bom Jardim de Goiás"," Goiás",8912
3276,"3118908","Cordisburgo"," Minas Gerais",8903
3277,"3159209","Santa Rita de Caldas"," Minas Gerais",8900
3278,"4106001","Congonhinhas"," Paraná",8896
3279,"3511904","Clementina"," São Paulo",8894
3280,"1707702","Filadélfia"," Tocantins",8892
3281,"3546900","Santa Lúcia"," São Paulo",8889
3282,"3514304","Dourado"," São Paulo",8883
3283,"4108957","Guamiranga"," Paraná",8881
3284,"3537503","Pereiras"," São Paulo",8875
3285,"4126009","São Sebastião da Amoreira"," Paraná",8865
3286,"2918456","Jucuruçu"," Bahia",8856
3287,"2704609","Maravilha"," Alagoas",8850
3288,"2912004","Ibiassucê"," Bahia",8849
3289,"2902302","Aratuípe"," Bahia",8848
3290,"4201505","Armazém"," Santa Catarina",8843
3291,"2102150","Brejo de Areia"," Maranhão",8841
3292,"2105948","Lago dos Rodrigues"," Maranhão",8841
3293,"2308807","Moraújo"," Ceará",8833
3294,"3150158","Piedade de Caratinga"," Minas Gerais",8832
3295,"3202553","Ibitirama"," Espírito Santo",8830
3296,"2804458","Nossa Senhora Aparecida"," Sergipe",8822
3297,"2208700","Redenção do Gurgueia"," Piauí",8814
3298,"3116803","Coluna"," Minas Gerais",8810
3299,"2103125","Central do Maranhão"," Maranhão",8806
3300,"3513207","Cristais Paulista"," São Paulo",8803
3301,"5205455","Cezarina"," Goiás",8794
3302,"4114906","Marilândia do Sul"," Paraná",8793
3303,"2407401","Martins"," Rio Grande do Norte",8790
3304,"5102850","Castanheira"," Mato Grosso",8782
3305,"3142601","Monsenhor Paulo"," Minas Gerais",8764
3306,"4215679","Santa Terezinha"," Santa Catarina",8760
3307,"5213509","Monte Alegre de Goiás"," Goiás",8759
3308,"2206803","Nossa Senhora dos Remédios"," Piauí",8751
3309,"5200803","Alvorada do Norte"," Goiás",8749
3310,"2509057","Marcação"," Paraíba",8746
3311,"4319802","São Vicente do Sul"," Rio Grande do Sul",8742
3312,"2912806","Ibirapuã"," Bahia",8740
3313,"5220504","Serranópolis"," Goiás",8737
3314,"3204658","São Domingos do Norte"," Espírito Santo",8735
3315,"2933174","Varzedo"," Bahia",8734
3316,"2921906","Mucugê"," Bahia",8725
3317,"3166709","Serra dos Aimorés"," Minas Gerais",8725
3318,"3157336","Santa Cruz de Minas"," Minas Gerais",8723
3319,"3150505","Pimenta"," Minas Gerais",8715
3320,"4201208","Antônio Carlos"," Santa Catarina",8712
3321,"3144508","Nazareno"," Minas Gerais",8710
3322,"3140555","Mata Verde"," Minas Gerais",8700
3323,"3112802","Capitólio"," Minas Gerais",8693
3324,"3151008","Piranguinho"," Minas Gerais",8683
3325,"2900108","Abaíra"," Bahia",8681
3326,"3534807","Ouro Verde"," São Paulo",8676
3327,"2909000","Cordeiros"," Bahia",8667
3328,"3503406","Arealva"," São Paulo",8665
3329,"3158904","Santana do Manhuaçu"," Minas Gerais",8660
3330,"2906899","Caraíbas"," Bahia",8659
3331,"3171709","Virgínia"," Minas Gerais",8652
3332,"4217907","Tangará"," Santa Catarina",8648
3333,"2112001","Tasso Fragoso"," Maranhão",8642
3334,"2509305","Mataraca"," Paraíba",8642
3335,"4103503","Califórnia"," Paraná",8641
3336,"3140530","Martins Soares"," Minas Gerais",8640
3337,"2206720","Nazária"," Piauí",8632
3338,"4305009","Catuípe"," Rio Grande do Sul",8631
3339,"1200328","Jordão"," Acre",8628
3340,"2205557","Lagoa Alegre"," Piauí",8610
3341,"1504109","Magalhães Barata"," Pará",8598
3342,"3102852","Angelândia"," Minas Gerais",8594
3343,"2603603","Camutanga"," Pernambuco",8592
3344,"2919058","Lagedo do Tabocal"," Bahia",8591
3345,"2205953","Marcolândia"," Piauí",8590
3346,"3300951","Comendador Levy Gasparian"," Rio de Janeiro",8590
3347,"2204907","Isaías Coelho"," Piauí",8582
3348,"2923308","Ouriçangas"," Bahia",8575
3349,"4311155","Jóia"," Rio Grande do Sul",8571
3350,"1718303","Praia Norte"," Tocantins",8563
3351,"2313252","Tarrafas"," Ceará",8555
3352,"2512804","Riacho dos Cavalos"," Paraíba",8555
3353,"5107776","Santa Terezinha"," Mato Grosso",8547
3354,"3548054","Santo Antônio do Aracanguá"," São Paulo",8541
3355,"4314159","Paverama"," Rio Grande do Sul",8541
3356,"3152907","Pratápolis"," Minas Gerais",8530
3357,"3161700","São Gonçalo do Abaeté"," Minas Gerais",8527
3358,"2802700","Ilha das Flores"," Sergipe",8522
3359,"2104073","Feira Nova do Maranhão"," Maranhão",8506
3360,"2106672","Milagres do Maranhão"," Maranhão",8502
3361,"4127908","Tuneiras do Oeste"," Paraná",8502
3362,"3545159","Saltinho"," São Paulo",8498
3363,"2101970","Boa Vista do Gurupi"," Maranhão",8494
3364,"1400506","São João da Baliza"," Roraima",8492
3365,"4123709","Santa Isabel do Ivaí"," Paraná",8484
3366,"2500775","Aparecida"," Paraíba",8482
3367,"3129608","Ibiaí"," Minas Gerais",8478
3368,"2921609","Morpará"," Bahia",8476
3369,"3103702","Araponga"," Minas Gerais",8467
3370,"2703601","Japaratinga"," Alagoas",8444
3371,"2700607","Barra de São Miguel"," Alagoas",8434
3372,"4304713","Caraá"," Rio Grande do Sul",8426
3373,"3515202","Estrela d'Oeste"," São Paulo",8420
3374,"5104906","Jangada"," Mato Grosso",8420
3375,"1702000","Araguaçu"," Tocantins",8418
3376,"4215653","Santa Rosa do Sul"," Santa Catarina",8397
3377,"2800704","Brejo Grande"," Sergipe",8396
3378,"3148509","Pavão"," Minas Gerais",8390
3379,"4128559","Vera Cruz do Oeste"," Paraná",8389
3380,"5219704","Santa Terezinha de Goiás"," Goiás",8386
3381,"3111408","Campo Florido"," Minas Gerais",8383
3382,"1700707","Alvorada"," Tocantins",8381
3383,"3143450","Montezuma"," Minas Gerais",8379
3384,"5105002","Jauru"," Mato Grosso",8377
3385,"2916708","Itaquara"," Bahia",8375
3386,"2205854","Madeiro"," Piauí",8372
3387,"2201960","Brasileira"," Piauí",8364
3388,"3519808","Icém"," São Paulo",8363
3389,"3521606","Irapuru"," São Paulo",8356
3390,"2203008","Cristalândia do Piauí"," Piauí",8350
3391,"4306932","Entre-Ijuís"," Rio Grande do Sul",8350
3392,"2406601","Lagoa Salgada"," Rio Grande do Norte",8348
3393,"4308805","General Câmara"," Rio Grande do Sul",8339
3394,"2501575","Barra de Santana"," Paraíba",8338
3395,"3156304","Rodeiro"," Minas Gerais",8333
3396,"2505402","Desterro"," Paraíba",8332
3397,"2922805","Nova Itarana"," Bahia",8328
3398,"2920304","Malhada de Pedras"," Bahia",8326
3399,"5221197","Terezópolis de Goiás"," Goiás",8326
3400,"2407302","Marcelino Vieira"," Rio Grande do Norte",8325
3401,"4203501","Campo Erê"," Santa Catarina",8312
3402,"4117222","Nova Santa Rosa"," Paraná",8311
3403,"2410900","Riachuelo"," Rio Grande do Norte",8310
3404,"3146503","Pains"," Minas Gerais",8308
3405,"4309050","Glorinha"," Rio Grande do Sul",8304
3406,"2916203","Itapé"," Bahia",8300
3407,"2402402","Carnaúba dos Dantas"," Rio Grande do Norte",8297
3408,"3129004","Guiricema"," Minas Gerais",8296
3409,"4111555","Ivaté"," Paraná",8294
3410,"2506251","Gado Bravo"," Paraíba",8292
3411,"3151909","Pocrane"," Minas Gerais",8288
3412,"3153509","Alto Jequitibá"," Minas Gerais",8286
